IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","UBERON_0011919","","","UBERON_0000922","yolk sac blood island","tissue_type"
"getNextPvId()","","UBERON_0005251","","","","yolk sac cavity","tissue_type"
"getNextPvId()","","UBERON_0008969","","","","dental follicle","tissue_type"
"getNextPvId()","","UBERON_0003051","","","UBERON_0000922 UBERON_0001690","ear vesicle","tissue_type"
"getNextPvId()","","UBERON_0013526","","","UBERON_0000922","otocyst lumen","tissue_type"
"getNextPvId()","","UBERON_0002223","","","UBERON_0001690","endolymphatic sac","tissue_type"
"getNextPvId()","","UBERON_0003246","","","UBERON_0001690","epithelium of endolymphatic sac","tissue_type"
"getNextPvId()","","UBERON_0010020","","","UBERON_0001690","tubotympanic recess epithelium","tissue_type"
"getNextPvId()","","UBERON_0005625","","","UBERON_0001690","tubotympanic recess lumen","tissue_type"
"getNextPvId()","","UBERON_0006250","","","UBERON_0000922 UBERON_0000955","infundibular recess of 3rd ventricle","tissue_type"
"getNextPvId()","","UBERON_0003922","","","UBERON_0000922 UBERON_0000065","pancreatic epithelial bud","tissue_type"
"getNextPvId()","","UBERON_0003923","","","UBERON_0000922","dorsal pancreatic bud","tissue_type"
"getNextPvId()","","UBERON_0003924","","","UBERON_0000922","ventral pancreatic bud","tissue_type"
"getNextPvId()","","UBERON_0010063","","","UBERON_0001690","tympanic cavity epithelium","tissue_type"
"getNextPvId()","","UBERON_0005042","","","UBERON_0001690","inner epithelial layer of tympanic membrane","tissue_type"
"getNextPvId()","","UBERON_0005356","","","","Rathke's pouch","tissue_type"
"getNextPvId()","","UBERON_0009974","","","","lumen of Rathke's pouch","tissue_type"
"getNextPvId()","","UBERON_0007501","","","","arborizing epithelial duct system","tissue_type"
"getNextPvId()","","UBERON_0014706","","","","primitive renal collecting duct system","tissue_type"
"getNextPvId()","","UBERON_0007473","","","","lumen of epithelial sac","tissue_type"
"getNextPvId()","","UBERON_0034969","","","","epithelial layer of duct","tissue_type"
"getNextPvId()","","UBERON_0034770","","","UBERON_0000057","bulbourethral gland epithelium","tissue_type"
"getNextPvId()","","UBERON_0004805","","","UBERON_0000991","seminal vesicle epithelium","tissue_type"
"getNextPvId()","","UBERON_0004806","","","","vas deferens epithelium","tissue_type"
"getNextPvId()","","UBERON_0006948","","","","efferent duct epithelium","tissue_type"
"getNextPvId()","","UBERON_0006953","","","","ejaculatory duct epithelium","tissue_type"
"getNextPvId()","","UBERON_0009970","","","UBERON_0001264","epithelium of pancreatic duct","tissue_type"
"getNextPvId()","","UBERON_0015766","","","","epithelium of duct of salivary gland","tissue_type"
"getNextPvId()","","UBERON_0000083","","","UBERON_0002113","mesonephric tubule","tissue_type"
"getNextPvId()","","UBERON_0003074","","","UBERON_0002113","mesonephric duct","tissue_type"
"getNextPvId()","","UBERON_0011574","","","UBERON_0002113","mesonephric duct lumen","tissue_type"
"getNextPvId()","","UBERON_0010534","","","UBERON_0002113","primitive mesonephric nephron","tissue_type"
"getNextPvId()","","UBERON_0006190","","","UBERON_0002113","mesonephric distal tubule","tissue_type"
"getNextPvId()","","UBERON_0006192","","","UBERON_0002113","mesonephric proximal tubule","tissue_type"
"getNextPvId()","","UBERON_0004141","","","UBERON_0000922 UBERON_0000948","heart tube","tissue_type"
"getNextPvId()","","UBERON_0006283","","","UBERON_0000922 UBERON_0000948","future cardiac ventricle","tissue_type"
"getNextPvId()","","UBERON_0007278","","","UBERON_0000922 UBERON_0000948","presumptive sinus venosus","tissue_type"
"getNextPvId()","","UBERON_0007279","","","UBERON_0000922 UBERON_0000948 UBERON_0000922","presumptive atrioventricular canal","tissue_type"
"getNextPvId()","","UBERON_0010227","","","UBERON_0000922 UBERON_0000948","future cardiac atrium","tissue_type"
"getNextPvId()","","UBERON_0001049","","","UBERON_0000922","neural tube","tissue_type"
"getNextPvId()","","UBERON_0003054","","","UBERON_0000922","roof plate","tissue_type"
"getNextPvId()","","UBERON_0005502","","","UBERON_0000922","rhombomere roof plate","tissue_type"
"getNextPvId()","","UBERON_0005568","","","UBERON_0000922","rhombomere 1 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005572","","","UBERON_0000922","rhombomere 2 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005575","","","UBERON_0000922","rhombomere 3 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005578","","","UBERON_0000922","rhombomere 4 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005581","","","UBERON_0000922","rhombomere 5 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005584","","","UBERON_0000922","rhombomere 6 roof plate","tissue_type"
"getNextPvId()","","UBERON_0005587","","","UBERON_0000922","rhombomere 7 roof plate","tissue_type"
"getNextPvId()","","UBERON_0003299","","","UBERON_0000922 UBERON_0000955","roof plate of midbrain","tissue_type"
"getNextPvId()","","UBERON_0003300","","","UBERON_0000922 UBERON_0000955","roof plate of telencephalon","tissue_type"
"getNextPvId()","","UBERON_0003301","","","UBERON_0000922 UBERON_0000955","roof plate of diencephalon","tissue_type"
"getNextPvId()","","UBERON_0003302","","","UBERON_0000922 UBERON_0000955","roof plate of metencephalon","tissue_type"
"getNextPvId()","","UBERON_0003303","","","UBERON_0000922 UBERON_0000955","roof plate of medulla oblongata","tissue_type"
"getNextPvId()","","UBERON_0005724","","","UBERON_0000922 UBERON_0002240","roof plate spinal cord region","tissue_type"
"getNextPvId()","","UBERON_0003076","","","UBERON_0000922 UBERON_0002240","posterior neural tube","tissue_type"
"getNextPvId()","","UBERON_0003079","","","UBERON_0000922","floor plate","tissue_type"
"getNextPvId()","","UBERON_0003306","","","UBERON_0000922","floor plate of neural tube","tissue_type"
"getNextPvId()","","UBERON_0003307","","","UBERON_0000922 UBERON_0000955","floor plate of midbrain","tissue_type"
"getNextPvId()","","UBERON_0003308","","","UBERON_0000922 UBERON_0000955","floor plate of telencephalon","tissue_type"
"getNextPvId()","","UBERON_0003309","","","UBERON_0000922 UBERON_0000955","floor plate of diencephalon","tissue_type"
"getNextPvId()","","UBERON_0003310","","","UBERON_0000922 UBERON_0000955","floor plate of metencephalon","tissue_type"
"getNextPvId()","","UBERON_0003311","","","UBERON_0000922 UBERON_0000955","floor plate of medulla oblongata","tissue_type"
"getNextPvId()","","UBERON_0005723","","","UBERON_0000922 UBERON_0002240","floor plate spinal cord region","tissue_type"
"getNextPvId()","","UBERON_0003080","","","UBERON_0000922","anterior neural tube","tissue_type"
"getNextPvId()","","UBERON_0010286","","","UBERON_0000922 UBERON_0000955","midbrain neural tube","tissue_type"
"getNextPvId()","","UBERON_0003842","","","UBERON_0000922","neural tube lumen","tissue_type"
"getNextPvId()","","UBERON_0004062","","","UBERON_0000922","neural tube marginal layer","tissue_type"
"getNextPvId()","","UBERON_0034709","","","UBERON_0000922 UBERON_0000955","hindbrain marginal layer","tissue_type"
"getNextPvId()","","UBERON_0034708","","","UBERON_0000922 UBERON_0000955","cerebellum marginal layer","tissue_type"
"getNextPvId()","","UBERON_0004731","","","UBERON_0000922","neuromere","tissue_type"
"getNextPvId()","","UBERON_0001892","","","UBERON_0000922 UBERON_0000955","rhombomere","tissue_type"
"getNextPvId()","","UBERON_0005499","","","UBERON_0000922","rhombomere 1","tissue_type"
"getNextPvId()","","UBERON_0005567","","","UBERON_0000922","rhombomere 1 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005507","","","UBERON_0000922","rhombomere 3","tissue_type"
"getNextPvId()","","UBERON_0005574","","","UBERON_0000922","rhombomere 3 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005511","","","UBERON_0000922","rhombomere 4","tissue_type"
"getNextPvId()","","UBERON_0005577","","","UBERON_0000922","rhombomere 4 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005515","","","UBERON_0000922","rhombomere 5","tissue_type"
"getNextPvId()","","UBERON_0005580","","","UBERON_0000922","rhombomere 5 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005519","","","UBERON_0000922","rhombomere 6","tissue_type"
"getNextPvId()","","UBERON_0005583","","","UBERON_0000922","rhombomere 6 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005523","","","UBERON_0000922","rhombomere 7","tissue_type"
"getNextPvId()","","UBERON_0005586","","","UBERON_0000922","rhombomere 7 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005569","","","UBERON_0000922","rhombomere 2","tissue_type"
"getNextPvId()","","UBERON_0005571","","","UBERON_0000922","rhombomere 2 lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005501","","","UBERON_0000922","rhombomere lateral wall","tissue_type"
"getNextPvId()","","UBERON_0014775","","","UBERON_0000922 UBERON_0000955","prosomere","tissue_type"
"getNextPvId()","","UBERON_0014776","","","UBERON_0000922 UBERON_0000955","midbrain neuromere","tissue_type"
"getNextPvId()","","UBERON_0014777","","","UBERON_0000922 UBERON_0002240","spinal neuromere","tissue_type"
"getNextPvId()","","UBERON_0005077","","","UBERON_0000922","neuropore","tissue_type"
"getNextPvId()","","UBERON_0005070","","","UBERON_0000922","anterior neuropore","tissue_type"
"getNextPvId()","","UBERON_0005071","","","UBERON_0000922","posterior neuropore","tissue_type"
"getNextPvId()","","UBERON_0005496","","","UBERON_0000922","neural tube lateral wall","tissue_type"
"getNextPvId()","","UBERON_0005478","","","UBERON_0000922","sulcus limitans of neural tube","tissue_type"
"getNextPvId()","","UBERON_0009570","","","UBERON_0000922 UBERON_0002240","spinal cord sulcus limitans","tissue_type"
"getNextPvId()","","UBERON_0009578","","","UBERON_0000922 UBERON_0000955","myelencephalon sulcus limitans","tissue_type"
"getNextPvId()","","UBERON_0009576","","","UBERON_0000922 UBERON_0000955","medulla oblongata sulcus limitans","tissue_type"
"getNextPvId()","","UBERON_0009577","","","UBERON_0000922 UBERON_0000955","metencephalon sulcus limitans","tissue_type"
"getNextPvId()","","UBERON_0009773","","","","renal tubule","tissue_type"
"getNextPvId()","","UBERON_0001231","","","UBERON_0002113","nephron tubule","tissue_type"
"getNextPvId()","","UBERON_0007685","","","UBERON_0002113","region of nephron tubule","tissue_type"
"getNextPvId()","","UBERON_0001288","","","UBERON_0002113","loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0034997","","","UBERON_0002113","renal medulla loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0034996","","","UBERON_0002113","outer renal medulla loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0006542","","","UBERON_0002113","outer medulla outer stripe loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0001290","","","UBERON_0002113","proximal straight tubule","tissue_type"
"getNextPvId()","","UBERON_0005125","","","UBERON_0002113","metanephric proximal straight tubule","tissue_type"
"getNextPvId()","","UBERON_0009622","","","UBERON_0002113","pronephric proximal straight tubule","tissue_type"
"getNextPvId()","","UBERON_0006541","","","UBERON_0002113","outer medulla inner stripe loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0003455","","","UBERON_0002113","inner renal medulla loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0004193","","","UBERON_0002113","loop of Henle ascending limb thin segment","tissue_type"
"getNextPvId()","","UBERON_0005114","","","UBERON_0002113","metanephric ascending thin limb","tissue_type"
"getNextPvId()","","UBERON_0005130","","","UBERON_0002113","metanephric loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0005116","","","UBERON_0002113","metanephric descending thin limb","tissue_type"
"getNextPvId()","","UBERON_0001289","","","UBERON_0002113","descending limb of loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0004136","","","UBERON_0002113","intermediate tubule","tissue_type"
"getNextPvId()","","UBERON_0005096","","","UBERON_0002113","descending thin limb","tissue_type"
"getNextPvId()","","UBERON_0005164","","","UBERON_0002113","ascending limb of loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0001291","","","UBERON_0002113","thick ascending limb of loop of Henle","tissue_type"
"getNextPvId()","","UBERON_0005127","","","UBERON_0002113","metanephric thick ascending limb","tissue_type"
"getNextPvId()","","UBERON_0005202","","","UBERON_0002113","distal straight tubule macula densa","tissue_type"
"getNextPvId()","","UBERON_0006534","","","UBERON_0002113","renal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0001287","","","UBERON_0002113","proximal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0005124","","","UBERON_0002113","metanephric proximal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0007298","","","UBERON_0002113","pronephric proximal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0001292","","","UBERON_0002113","distal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0005117","","","UBERON_0002113","metanephric distal convoluted tubule","tissue_type"
"getNextPvId()","","UBERON_0003546","","","UBERON_0002113","distal convoluted tubule macula densa","tissue_type"
"getNextPvId()","","UBERON_0009035","","","UBERON_0002113","renal straight tubule","tissue_type"
"getNextPvId()","","UBERON_0004135","","","UBERON_0002113","distal tubule","tissue_type"
"getNextPvId()","","UBERON_0005129","","","UBERON_0002113","metanephric distal tubule","tissue_type"
"getNextPvId()","","UBERON_0006175","","","UBERON_0002113","pronephric distal tubule","tissue_type"
"getNextPvId()","","UBERON_0002335","","","UBERON_0002113","macula densa","tissue_type"
"getNextPvId()","","UBERON_0005122","","","UBERON_0002113","metanephric macula densa","tissue_type"
"getNextPvId()","","UBERON_0005324","","","UBERON_0002113","mesonephric macula densa","tissue_type"
"getNextPvId()","","UBERON_0008408","","","UBERON_0002113","distal tubular epithelium","tissue_type"
"getNextPvId()","","UBERON_0006853","","","UBERON_0002113","renal cortex tubule","tissue_type"
"getNextPvId()","","UBERON_0004134","","","UBERON_0002113","proximal tubule","tissue_type"
"getNextPvId()","","UBERON_0005151","","","UBERON_0002113","metanephric proximal tubule","tissue_type"
"getNextPvId()","","UBERON_0006173","","","UBERON_0002113","pronephric proximal tubule","tissue_type"
"getNextPvId()","","UBERON_0008404","","","UBERON_0002113","proximal tubular epithelium","tissue_type"
"getNextPvId()","","UBERON_0005146","","","UBERON_0002113","metanephric nephron tubule","tissue_type"
"getNextPvId()","","UBERON_0005310","","","UBERON_0002113","pronephric nephron tubule","tissue_type"
"getNextPvId()","","UBERON_0004810","","","UBERON_0002113","nephron tubule epithelium","tissue_type"
"getNextPvId()","","UBERON_0009651","","","UBERON_0002113","nephron tubule basement membrane","tissue_type"
"getNextPvId()","","UBERON_0007684","","","UBERON_0002113","uriniferous tubule","tissue_type"
"getNextPvId()","","UBERON_0001285","","","UBERON_0002113","nephron","tissue_type"
"getNextPvId()","","UBERON_0004194","","","UBERON_0002113","long nephron","tissue_type"
"getNextPvId()","","UBERON_0005132","","","UBERON_0002113","metanephric long nephron","tissue_type"
"getNextPvId()","","UBERON_0004195","","","UBERON_0002113","short nephron","tissue_type"
"getNextPvId()","","UBERON_0005140","","","UBERON_0002113","metanephric short nephron","tissue_type"
"getNextPvId()","","UBERON_0005110","","","UBERON_0002113","metanephric nephron","tissue_type"
"getNextPvId()","","UBERON_0004737","","","UBERON_0002113","metanephric collecting duct","tissue_type"
"getNextPvId()","","UBERON_0005115","","","UBERON_0002113","metanephric cortical collecting duct","tissue_type"
"getNextPvId()","","UBERON_0005134","","","UBERON_0002113","metanephric nephron epithelium","tissue_type"
"getNextPvId()","","UBERON_0005135","","","UBERON_0002113","metanephric glomerular epithelium","tissue_type"
"getNextPvId()","","UBERON_0005144","","","UBERON_0002113","metanephric glomerular capillary","tissue_type"
"getNextPvId()","","UBERON_0005148","","","UBERON_0002113","metanephric S-shaped body","tissue_type"
"getNextPvId()","","UBERON_0005309","","","UBERON_0002113","pronephric nephron","tissue_type"
"getNextPvId()","","UBERON_0007306","","","UBERON_0002113","pronephric glomerular capillary","tissue_type"
"getNextPvId()","","UBERON_0005322","","","UBERON_0002113","mesonephric nephron","tissue_type"
"getNextPvId()","","UBERON_0005319","","","UBERON_0002113","mesonephric collecting duct","tissue_type"
"getNextPvId()","","UBERON_0005330","","","UBERON_0002113","mesonephric nephron epithelium","tissue_type"
"getNextPvId()","","UBERON_0005327","","","UBERON_0002113","mesonephric glomerular epithelium","tissue_type"
"getNextPvId()","","UBERON_0006183","","","UBERON_0002113","mesonephric glomerular capillary","tissue_type"
"getNextPvId()","","UBERON_0001229","","","UBERON_0002113","renal corpuscle","tissue_type"
"getNextPvId()","","UBERON_0000074","","","UBERON_0002113","renal glomerulus","tissue_type"
"getNextPvId()","","UBERON_0004736","","","UBERON_0002113","metanephric glomerulus","tissue_type"
"getNextPvId()","","UBERON_0005133","","","UBERON_0002113","metanephric glomerulus vasculature","tissue_type"
"getNextPvId()","","UBERON_0005119","","","UBERON_0002113","metanephric glomerular mesangium","tissue_type"
"getNextPvId()","","UBERON_0004739","","","UBERON_0002113","pronephric glomerulus","tissue_type"
"getNextPvId()","","UBERON_0007307","","","UBERON_0002113","pronephric glomerular basement membrane","tissue_type"
"getNextPvId()","","UBERON_0005325","","","UBERON_0002113","mesonephric glomerulus","tissue_type"
"getNextPvId()","","UBERON_0005326","","","UBERON_0002113","mesonephric glomerulus vasculature","tissue_type"
"getNextPvId()","","UBERON_0006182","","","UBERON_0002113","mesonephric glomerular mesangium","tissue_type"
"getNextPvId()","","UBERON_0002319","","","UBERON_0002113","mesangium","tissue_type"
"getNextPvId()","","UBERON_0002320","","","UBERON_0002113","glomerular mesangium","tissue_type"
"getNextPvId()","","UBERON_0002321","","","UBERON_0002113","extraglomerular mesangium","tissue_type"
"getNextPvId()","","UBERON_0004188","","","UBERON_0002113","glomerular epithelium","tissue_type"
"getNextPvId()","","UBERON_0005777","","","UBERON_0002113","glomerular basement membrane","tissue_type"
"getNextPvId()","","UBERON_0005787","","","UBERON_0002113","lamina densa of glomerular basement membrane","tissue_type"
"getNextPvId()","","UBERON_0005788","","","UBERON_0002113","lamina rara interna","tissue_type"
"getNextPvId()","","UBERON_0005789","","","UBERON_0002113","lamina rara externa","tissue_type"
"getNextPvId()","","UBERON_0004190","","","UBERON_0002113","renal glomerulus vasculature","tissue_type"
"getNextPvId()","","UBERON_0004212","","","UBERON_0002113","glomerular capillary","tissue_type"
"getNextPvId()","","UBERON_0001230","","","UBERON_0002113","glomerular capsule","tissue_type"
"getNextPvId()","","UBERON_0005749","","","UBERON_0002113","glomerular tuft","tissue_type"
"getNextPvId()","","UBERON_0005751","","","UBERON_0002113","visceral layer of glomerular capsule","tissue_type"
"getNextPvId()","","UBERON_0004639","","","UBERON_0002113","renal afferent arteriole","tissue_type"
"getNextPvId()","","UBERON_0004640","","","UBERON_0002113","renal efferent arteriole","tissue_type"
"getNextPvId()","","UBERON_0001232","","","UBERON_0002113","collecting duct of renal tubule","tissue_type"
"getNextPvId()","","UBERON_0004204","","","UBERON_0002113","outer medullary collecting duct","tissue_type"
"getNextPvId()","","UBERON_0004205","","","UBERON_0002113","inner medullary collecting duct","tissue_type"
"getNextPvId()","","UBERON_0004203","","","UBERON_0002113","cortical collecting duct","tissue_type"
"getNextPvId()","","UBERON_0005185","","","UBERON_0002113","renal medulla collecting duct","tissue_type"
"getNextPvId()","","UBERON_0004211","","","UBERON_0002113","nephron epithelium","tissue_type"
"getNextPvId()","","UBERON_0010532","","","UBERON_0002113","primitive nephron","tissue_type"
"getNextPvId()","","UBERON_0010535","","","UBERON_0002113","primitive metanephric nephron","tissue_type"
"getNextPvId()","","UBERON_0004198","","","UBERON_0002113","comma-shaped body","tissue_type"
"getNextPvId()","","UBERON_0005145","","","UBERON_0002113","metanephric comma-shaped body","tissue_type"
"getNextPvId()","","UBERON_0005328","","","UBERON_0002113","mesonephric comma-shaped body","tissue_type"
"getNextPvId()","","UBERON_0004199","","","UBERON_0002113","S-shaped body","tissue_type"
"getNextPvId()","","UBERON_0005332","","","UBERON_0002113","mesonephric S-shaped body","tissue_type"
"getNextPvId()","","UBERON_0010065","","","UBERON_0001690","auditory meatus epithelium","tissue_type"
"getNextPvId()","","UBERON_0007500","","","","epithelial tube open at both ends","tissue_type"
"getNextPvId()","","UBERON_0002325","","","UBERON_0000057","epithelium of urethra","tissue_type"
"getNextPvId()","","UBERON_0004787","","","UBERON_0000057","urethra urothelium","tissue_type"
"getNextPvId()","","UBERON_0015777","","","UBERON_0000057","transitional epithelium of prostatic urethra","tissue_type"
"getNextPvId()","","UBERON_0016510","","","UBERON_0000057","epithelium of male urethra","tissue_type"
"getNextPvId()","","UBERON_0016520","","","UBERON_0000057","epithelium of female urethra","tissue_type"
"getNextPvId()","","UBERON_0010062","","","UBERON_0001690","pharyngotympanic tube epithelium","tissue_type"
"getNextPvId()","","UBERON_0009201","","","UBERON_0002113","nephric duct","tissue_type"
"getNextPvId()","","UBERON_0003060","","","UBERON_0002113","pronephric duct","tissue_type"
"getNextPvId()","","UBERON_0005106","","","UBERON_0002113","metanephric tubule","tissue_type"
"getNextPvId()","","UBERON_0006279","","","UBERON_0000922","pleuroperitoneal canal","tissue_type"
"getNextPvId()","","UBERON_0014704","","","UBERON_0000922","pleuroperitoneal canal lumen","tissue_type"
"getNextPvId()","","UBERON_0013247","","","","male paramesonephric duct","tissue_type"
"getNextPvId()","","UBERON_0007502","","","","epithelial plexus","tissue_type"
"getNextPvId()","","UBERON_0013141","","","","capillary bed","tissue_type"
"getNextPvId()","","UBERON_0011202","","","UBERON_0001255","urachus epithelium","tissue_type"
"getNextPvId()","","UBERON_0013248","","","","paradidymis","tissue_type"
"getNextPvId()","","UBERON_0013249","","","","paroophoron","tissue_type"
"getNextPvId()","","UBERON_0000486","","","","multilaminar epithelium","tissue_type"
"getNextPvId()","","UBERON_0000365","","","","urothelium","tissue_type"
"getNextPvId()","","UBERON_0001254","","","","urothelium of ureter","tissue_type"
"getNextPvId()","","UBERON_0005912","","","UBERON_0002113","transitional epithelium of major calyx","tissue_type"
"getNextPvId()","","UBERON_0011947","","","","ureter luminal urothelium","tissue_type"
"getNextPvId()","","UBERON_0004645","","","UBERON_0001255","urinary bladder urothelium","tissue_type"
"getNextPvId()","","UBERON_0004788","","","UBERON_0002113","kidney pelvis urothelium","tissue_type"
"getNextPvId()","","UBERON_0001344","","","","epithelium of vagina","tissue_type"
"getNextPvId()","","UBERON_0006923","","","","vagina squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0007602","","","","stratified columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0007606","","","","ciliated stratified columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0004290","","","","dermomyotome","tissue_type"
"getNextPvId()","","UBERON_0005154","","","","epithelial cord","tissue_type"
"getNextPvId()","","UBERON_0009843","","","","prostate epithelial cord","tissue_type"
"getNextPvId()","","UBERON_0005295","","","UBERON_0000922","sex cord","tissue_type"
"getNextPvId()","","UBERON_0005296","","","UBERON_0000922 UBERON_0000991","ovary sex cord","tissue_type"
"getNextPvId()","","UBERON_0005297","","","UBERON_0000922 UBERON_0000991","testis sex cord","tissue_type"
"getNextPvId()","","UBERON_0010141","","","UBERON_0000922 UBERON_0000991","primitive sex cord of indifferent gonad","tissue_type"
"getNextPvId()","","UBERON_0006915","","","","stratified squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0012329","","","","keratinized stratified squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0019307","","","","epithelium of external nose","tissue_type"
"getNextPvId()","","UBERON_0004650","","","UBERON_0001723","tongue keratinized epithelium","tissue_type"
"getNextPvId()","","UBERON_0002018","","","","synovial membrane of synovial joint","tissue_type"
"getNextPvId()","","UBERON_0001949","","","","gingival epithelium","tissue_type"
"getNextPvId()","","UBERON_0013195","","","","parakeratinized epithelium of gingiva","tissue_type"
"getNextPvId()","","UBERON_0010304","","","","non-keratinized stratified squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0006763","","","UBERON_0000970","epithelium of conjunctiva","tissue_type"
"getNextPvId()","","UBERON_0006916","","","UBERON_0001723","non-keratinized epithelium of tongue","tissue_type"
"getNextPvId()","","UBERON_0006922","","","UBERON_0000995","cervix squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0007603","","","","stratified cuboidal epithelium","tissue_type"
"getNextPvId()","","UBERON_0015760","","","","mixed stratified cuboidal and columnar epithelium","tissue_type"
"getNextPvId()","","UBERON_0000488","","","","atypical epithelium","tissue_type"
"getNextPvId()","","UBERON_0000420","","","","myoepithelium","tissue_type"
"getNextPvId()","","UBERON_0035076","","","","parotid gland myoepithelium","tissue_type"
"getNextPvId()","","UBERON_0006954","","","","mammary gland myoepithelium","tissue_type"
"getNextPvId()","","UBERON_0001778","","","UBERON_0000970","ciliary epithelium","tissue_type"
"getNextPvId()","","UBERON_0006934","","","","sensory epithelium","tissue_type"
"getNextPvId()","","UBERON_0002926","","","","gustatory epithelium","tissue_type"
"getNextPvId()","","UBERON_0014453","","","","gustatory epithelium of palate","tissue_type"
"getNextPvId()","","UBERON_0034670","","","","palatal taste bud","tissue_type"
"getNextPvId()","","UBERON_0014452","","","UBERON_0001723","gustatory epithelium of tongue","tissue_type"
"getNextPvId()","","UBERON_0001727","","","","taste bud","tissue_type"
"getNextPvId()","","UBERON_0034717","","","","integumental taste bud","tissue_type"
"getNextPvId()","","UBERON_0034719","","","","lip taste bud","tissue_type"
"getNextPvId()","","UBERON_0034720","","","UBERON_0002097","head taste bud","tissue_type"
"getNextPvId()","","UBERON_0034726","","","UBERON_0002097","trunk taste bud","tissue_type"
"getNextPvId()","","UBERON_0034721","","","","pharyngeal taste bud","tissue_type"
"getNextPvId()","","UBERON_0034722","","","","mouth roof taste bud","tissue_type"
"getNextPvId()","","UBERON_0034724","","","UBERON_0001043","esophageal taste bud","tissue_type"
"getNextPvId()","","UBERON_0014451","","","UBERON_0001723","tongue taste bud","tissue_type"
"getNextPvId()","","UBERON_0007691","","","","gustatory pore","tissue_type"
"getNextPvId()","","UBERON_0006932","","","UBERON_0001690","vestibular epithelium","tissue_type"
"getNextPvId()","","UBERON_0003241","","","UBERON_0001690","epithelium of utricle","tissue_type"
"getNextPvId()","","UBERON_0003242","","","UBERON_0001690","epithelium of saccule","tissue_type"
"getNextPvId()","","UBERON_0003363","","","UBERON_0001690","epithelium of ductus reuniens","tissue_type"
"getNextPvId()","","UBERON_0006935","","","UBERON_0001690","crista ampullaris neuroepithelium","tissue_type"
"getNextPvId()","","UBERON_0007274","","","UBERON_0001690","crista of ampulla of anterior semicircular duct of membranous laybrinth","tissue_type"
"getNextPvId()","","UBERON_0007275","","","UBERON_0001690","crista of ampulla of posterior semicircular duct of membranous laybrinth","tissue_type"
"getNextPvId()","","UBERON_0007276","","","UBERON_0001690","crista of ampulla of lateral semicircular duct of membranous laybrinth","tissue_type"
"getNextPvId()","","UBERON_0009969","","","","statoacoustic epithelium","tissue_type"
"getNextPvId()","","UBERON_0002506","","","UBERON_0000970","iris epithelium","tissue_type"
"getNextPvId()","","UBERON_0013193","","","","parakeratinized epithelium","tissue_type"
"getNextPvId()","","UBERON_0006918","","","UBERON_0001723","parakeratinized epithelium of tongue","tissue_type"
"getNextPvId()","","UBERON_0003929","","","","digestive tract epithelium","tissue_type"
"getNextPvId()","","UBERON_0001976","","","UBERON_0001043","epithelium of esophagus","tissue_type"
"getNextPvId()","","UBERON_0006920","","","UBERON_0001043","esophagus squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0002424","","","","oral epithelium","tissue_type"
"getNextPvId()","","UBERON_0006919","","","UBERON_0001723","tongue squamous epithelium","tissue_type"
"getNextPvId()","","UBERON_0008420","","","","buccal epithelium","tissue_type"
"getNextPvId()","","UBERON_0019206","","","UBERON_0001723","tongue papilla epithelium","tissue_type"
"getNextPvId()","","UBERON_0003351","","","","pharyngeal epithelium","tissue_type"
"getNextPvId()","","UBERON_0001952","","","","epithelium of oropharynx","tissue_type"
