"IDENTIFIER","CONCEPT_CODE","DEFINITION","value","PUBLIC_ID"
"getNextPvId","","","distal epiphysis of tibia","organ_part"
"getNextPvId","","","distal epiphysis of femur","organ_part"
"getNextPvId","","","distal epiphysis of radius","organ_part"
"getNextPvId","","","distal epiphysis of ulna","organ_part"
"getNextPvId","","","distal epiphysis of phalanx of manus","organ_part"
"getNextPvId","","","distal epiphysis of fibula","organ_part"
"getNextPvId","","","proximal epiphysis of humerus","organ_part"
"getNextPvId","","","proximal epiphysis of femur","organ_part"
"getNextPvId","","","proximal epiphysis of radius","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manus","organ_part"
"getNextPvId","","","proximal epiphysis of metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manual digit 1","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manual digit 2","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manual digit 3","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manual digit 4","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx of manual digit 5","organ_part"
"getNextPvId","","","proximal epiphysis of first metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of second metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of third metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of fourth metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of fifth metacarpal bone","organ_part"
"getNextPvId","","","proximal epiphysis of first metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of second metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of third metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of fourth metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of fifth metatarsal bone","organ_part"
"getNextPvId","","","proximal epiphysis of distal phalanx of manual digit 2","organ_part"
"getNextPvId","","","proximal epiphysis of distal phalanx of manual digit 3","organ_part"
"getNextPvId","","","proximal epiphysis of distal phalanx of manual digit 4","organ_part"
"getNextPvId","","","proximal epiphysis of distal phalanx of manual digit 5","organ_part"
"getNextPvId","","","proximal epiphysis of middle phalanx of manual digit 2","organ_part"
"getNextPvId","","","proximal epiphysis of middle phalanx of manual digit 3","organ_part"
"getNextPvId","","","proximal epiphysis of middle phalanx of manual digit 4","organ_part"
"getNextPvId","","","proximal epiphysis of middle phalanx of manual digit 5","organ_part"
"getNextPvId","","","proximal epiphysis of proximal phalanx of manual digit 2","organ_part"
"getNextPvId","","","proximal epiphysis of proximal phalanx of manual digit 3","organ_part"
"getNextPvId","","","proximal epiphysis of proximal phalanx of manual digit 4","organ_part"
"getNextPvId","","","proximal epiphysis of proximal phalanx of manual digit 5","organ_part"
"getNextPvId","","","proximal epiphysis of distal phalanx of manual digit 1","organ_part"
"getNextPvId","","","proximal epiphysis of proximal phalanx of manual digit 1","organ_part"
"getNextPvId","","","epiphysis of phalanx","organ_part"
"getNextPvId","","","proximal epiphysis of phalanx","organ_part"
"getNextPvId","","","distal epiphysis of phalanx","organ_part"
"getNextPvId","","","alveolar process of maxilla","organ_part"
"getNextPvId","","","alveolar ridge of mandible","organ_part"
"getNextPvId","","","cribriform plate","organ_part"
"getNextPvId","","","spleen capsule","organ_part"
"getNextPvId","","","liver lobule","organ_part"
"getNextPvId","","","scapula spine","organ_part"
"getNextPvId","","","humerus diaphysis","organ_part"
"getNextPvId","","","mandible head","organ_part"
"getNextPvId","","","mandible neck","organ_part"
"getNextPvId","","","mandible temporal crest","organ_part"
"getNextPvId","","","vertebra lamina","organ_part"
"getNextPvId","","","aorta wall","organ_part"
"getNextPvId","","","aorta tunica adventitia","organ_part"
"getNextPvId","","","muscular coat of seminal vesicle","organ_part"
"getNextPvId","","","interventricular septum membranous part","organ_part"
"getNextPvId","","","posterior horn lateral ventricle","organ_part"
"getNextPvId","","","neuromere","organ_part"
"getNextPvId","","","segmental subdivision of nervous system","organ_part"
"getNextPvId","","","segmental subdivision of hindbrain","organ_part"
"getNextPvId","","","metanephric glomerulus","organ_part"
"getNextPvId","","","pronephric glomerulus","organ_part"
"getNextPvId","","","diaphysis","organ_part"
"getNextPvId","","","respiratory system submucosa","organ_part"
"getNextPvId","","","larynx submucosa","organ_part"
"getNextPvId","","","respiratory system lamina propria","organ_part"
"getNextPvId","","","gastrointestinal system lamina propria","organ_part"
"getNextPvId","","","gall bladder lamina propria","organ_part"
"getNextPvId","","","heart ventricle wall","organ_part"
"getNextPvId","","","respiratory system mucosa","organ_part"
"getNextPvId","","","gastrointestinal system mucosa","organ_part"
"getNextPvId","","","skin mucous gland","organ_part"
"getNextPvId","","","thymus trabecula","organ_part"
"getNextPvId","","","blood vessel layer","organ_part"
"getNextPvId","","","alveolar wall","organ_part"
"getNextPvId","","","ectodermal part of digestive tract","organ_part"
"getNextPvId","","","lower digestive tract","organ_part"
"getNextPvId","","","upper digestive tract","organ_part"
"getNextPvId","","","biliary bud","organ_part"
"getNextPvId","","","duodenal papilla","organ_part"
"getNextPvId","","","subdivision of digestive tract","organ_part"
"getNextPvId","","","organ component layer","organ_part"
"getNextPvId","","","submucosa of pharynx","organ_part"
"getNextPvId","","","submucosa of laryngopharynx","organ_part"
"getNextPvId","","","submucosa of cystic duct","organ_part"
"getNextPvId","","","submucosa of cecum","organ_part"
"getNextPvId","","","submucosa of appendix","organ_part"
"getNextPvId","","","submucosa of ascending colon","organ_part"
"getNextPvId","","","submucosa of transverse colon","organ_part"
"getNextPvId","","","submucosa of descending colon","organ_part"
"getNextPvId","","","submucosa of sigmoid colon","organ_part"
"getNextPvId","","","submucosa of fundus of stomach","organ_part"
"getNextPvId","","","submucosa of body of stomach","organ_part"
"getNextPvId","","","submucosa of cardia of stomach","organ_part"
"getNextPvId","","","submucosa of pyloric antrum","organ_part"
"getNextPvId","","","submucosa of pylorus","organ_part"
"getNextPvId","","","submucosa of biliary tree","organ_part"
"getNextPvId","","","submucosa of common bile duct","organ_part"
"getNextPvId","","","submucosa of common hepatic duct","organ_part"
"getNextPvId","","","submucosa of urinary bladder","organ_part"
"getNextPvId","","","submucosa of trigone of urinary bladder","organ_part"
"getNextPvId","","","submucosa of neck of urinary bladder","organ_part"
"getNextPvId","","","submucosa of ileum","organ_part"
"getNextPvId","","","submucosa of main bronchus","organ_part"
"getNextPvId","","","submucosa of lobar bronchus","organ_part"
"getNextPvId","","","submucosa of segmental bronchus","organ_part"
"getNextPvId","","","submucosa of bronchiole","organ_part"
"getNextPvId","","","mucosa of ureter","organ_part"
"getNextPvId","","","mucosa of epiglottis","organ_part"
"getNextPvId","","","mucosa of vagina","organ_part"
"getNextPvId","","","mucosa of seminal vesicle","organ_part"
"getNextPvId","","","mucosa of ejaculatory duct","organ_part"
"getNextPvId","","","mucosa of deferent duct","organ_part"
"getNextPvId","","","mucosa of laryngopharynx","organ_part"
"getNextPvId","","","mucosa of cystic duct","organ_part"
"getNextPvId","","","mucosa of appendix","organ_part"
"getNextPvId","","","mucosa of ascending colon","organ_part"
"getNextPvId","","","mucosa of transverse colon","organ_part"
"getNextPvId","","","mucosa of descending colon","organ_part"
"getNextPvId","","","mucosa of sigmoid colon","organ_part"
"getNextPvId","","","mucosa of fundus of stomach","organ_part"
"getNextPvId","","","mucosa of body of stomach","organ_part"
"getNextPvId","","","mucosa of cardia of stomach","organ_part"
"getNextPvId","","","mucosa of pyloric antrum","organ_part"
"getNextPvId","","","mucosa of pylorus","organ_part"
"getNextPvId","","","mucosa of biliary tree","organ_part"
"getNextPvId","","","mucosa of common bile duct","organ_part"
"getNextPvId","","","mucosa of common hepatic duct","organ_part"
"getNextPvId","","","mucosa of renal pelvis","organ_part"
"getNextPvId","","","mucosa of major calyx","organ_part"
"getNextPvId","","","mucosa of minor calyx","organ_part"
"getNextPvId","","","mucosa of trigone of urinary bladder","organ_part"
"getNextPvId","","","mucosa of neck of urinary bladder","organ_part"
"getNextPvId","","","mucosa of prostatic urethra","organ_part"
"getNextPvId","","","mucosa of intermediate urethra","organ_part"
"getNextPvId","","","mucosa of lacrimal sac","organ_part"
"getNextPvId","","","mucosa of nasal septum","organ_part"
"getNextPvId","","","mucosa of palate","organ_part"
"getNextPvId","","","mucosa of tongue","organ_part"
"getNextPvId","","","mucosa of sphenoidal sinus","organ_part"
"getNextPvId","","","mucosa of nasopharynx","organ_part"
"getNextPvId","","","mucosa of oropharynx","organ_part"
"getNextPvId","","","mucosa of soft palate","organ_part"
"getNextPvId","","","mucosa of uvula","organ_part"
"getNextPvId","","","mucosa of middle ear","organ_part"
"getNextPvId","","","mucosa of frontal sinus","organ_part"
"getNextPvId","","","mucosa of maxillary sinus","organ_part"
"getNextPvId","","","mucosa of lacrimal canaliculus","organ_part"
"getNextPvId","","","mucosa of paranasal sinus","organ_part"
"getNextPvId","","","mucosa of upper lip","organ_part"
"getNextPvId","","","mucosa of lower lip","organ_part"
"getNextPvId","","","mucosa of gallbladder","organ_part"
"getNextPvId","","","mucosa of main bronchus","organ_part"
"getNextPvId","","","mucosa of lobar bronchus","organ_part"
"getNextPvId","","","mucosa of segmental bronchus","organ_part"
"getNextPvId","","","mucosa of bronchiole","organ_part"
"getNextPvId","","","mucosa of terminal bronchiole","organ_part"
"getNextPvId","","","mucosa of respiratory bronchiole","organ_part"
"getNextPvId","","","inner epithelial layer of tympanic membrane","organ_part"
"getNextPvId","","","mucosa of nasolacrimal duct","organ_part"
"getNextPvId","","","mucosa of pharyngotympanic tube","organ_part"
"getNextPvId","","","mucosa of ethmoidal sinus","organ_part"
"getNextPvId","","","mucosa of hard palate","organ_part"
"getNextPvId","","","mucosa of vocal fold","organ_part"
"getNextPvId","","","mucosa of uterine tube","organ_part"
"getNextPvId","","","mucosa of infundibulum of uterine tube","organ_part"
"getNextPvId","","","liver papillary process","organ_part"
"getNextPvId","","","gizzard","organ_part"
"getNextPvId","","","zone of long bone","organ_part"
"getNextPvId","","","descending thin limb","organ_part"
"getNextPvId","","","metanephric nephron","organ_part"
"getNextPvId","","","metanephric pyramid","organ_part"
"getNextPvId","","","metanephric cortical collecting duct","organ_part"
"getNextPvId","","","metanephric descending thin limb","organ_part"
"getNextPvId","","","metanephric glomerular mesangium","organ_part"
"getNextPvId","","","metanephric long nephron","organ_part"
"getNextPvId","","","metanephric short nephron","organ_part"
"getNextPvId","","","parenchyma of central nervous system","organ_part"
"getNextPvId","","","interstitial tissue","organ_part"
"getNextPvId","","","hepatic duct","organ_part"
"getNextPvId","","","renal medulla collecting duct","organ_part"
"getNextPvId","","","lamina propria of vagina","organ_part"
"getNextPvId","","","choroid plexus stroma","organ_part"
"getNextPvId","","","tonsil capsule","organ_part"
"getNextPvId","","","renal medulla interstitium","organ_part"
"getNextPvId","","","Leydig cell region of testis","organ_part"
"getNextPvId","","","outer renal medulla interstitium","organ_part"
"getNextPvId","","","inner renal medulla interstitium","organ_part"
"getNextPvId","","","kidney interstitium","organ_part"
"getNextPvId","","","pancreas head parenchyma","organ_part"
"getNextPvId","","","pancreas body parenchyma","organ_part"
"getNextPvId","","","pancreas tail parenchyma","organ_part"
"getNextPvId","","","osseus labyrinth vestibule","organ_part"
"getNextPvId","","","interventricular septum endocardium","organ_part"
"getNextPvId","","","bulbus cordis myocardium","organ_part"
"getNextPvId","","","metanephric renal pelvis","organ_part"
"getNextPvId","","","renal cortex interstitium","organ_part"
"getNextPvId","","","juxtamedullary cortex","organ_part"
"getNextPvId","","","nail bed","organ_part"
"getNextPvId","","","proximal nail bed","organ_part"
"getNextPvId","","","dorsal skin of digit","organ_part"
"getNextPvId","","","dorsal skin of finger","organ_part"
"getNextPvId","","","dorsal skin of toe","organ_part"
"getNextPvId","","","nail bed of finger","organ_part"
"getNextPvId","","","nail bed of toe","organ_part"
"getNextPvId","","","tela choroidea","organ_part"
"getNextPvId","","","tela choroidea of midbrain cerebral aqueduct","organ_part"
"getNextPvId","","","tela choroidea of fourth ventricle","organ_part"
"getNextPvId","","","tela choroidea of third ventricle","organ_part"
"getNextPvId","","","tela choroidea of telencephalic ventricle","organ_part"
"getNextPvId","","","myelencephalon","organ_part"
"getNextPvId","","","skin of clitoris","organ_part"
"getNextPvId","","","thyroid follicle","organ_part"
"getNextPvId","","","pronephric nephron","organ_part"
"getNextPvId","","","mesonephric nephron","organ_part"
"getNextPvId","","","mesonephric glomerulus","organ_part"
"getNextPvId","","","oral lamina propria","organ_part"
"getNextPvId","","","chorioallantoic membrane","organ_part"
"getNextPvId","","","capillary layer of choroid","organ_part"
"getNextPvId","","","malleus head","organ_part"
"getNextPvId","","","malleus neck","organ_part"
"getNextPvId","","","ventricle of nervous system","organ_part"
"getNextPvId","","","olfactory lobe","organ_part"
"getNextPvId","","","olfactory segment of nasal mucosa","organ_part"
"getNextPvId","","","photoreceptor array","organ_part"
"getNextPvId","","","dorsal pancreatic duct","organ_part"
"getNextPvId","","","upper part of cisterna chyli","organ_part"
"getNextPvId","","","greater omentum","organ_part"
"getNextPvId","","","greater sac","organ_part"
"getNextPvId","","","hepatic cord","organ_part"
"getNextPvId","","","thymus lobe","organ_part"
"getNextPvId","","","tricuspid valve leaflet","organ_part"
"getNextPvId","","","valve of inferior vena cava","organ_part"
"getNextPvId","","","rhombomere 1","organ_part"
"getNextPvId","","","rhombomere 3","organ_part"
"getNextPvId","","","rhombomere 4","organ_part"
"getNextPvId","","","rhombomere 5","organ_part"
"getNextPvId","","","rhombomere 6","organ_part"
"getNextPvId","","","rhombomere 7","organ_part"
"getNextPvId","","","rhombomere 8","organ_part"
"getNextPvId","","","rhombomere 2","organ_part"
"getNextPvId","","","extrahepatic part of hepatic duct","organ_part"
"getNextPvId","","","intrahepatic part of hepatic duct","organ_part"
"getNextPvId","","","semi-lunar valve","organ_part"
"getNextPvId","","","fetal membrane","organ_part"
"getNextPvId","","","extraembryonic membrane","organ_part"
"getNextPvId","","","tunica adventitia of blood vessel","organ_part"
"getNextPvId","","","swim bladder tunica externa","organ_part"
"getNextPvId","","","swim bladder tunica interna","organ_part"
"getNextPvId","","","tunica intima of artery","organ_part"
"getNextPvId","","","adventitia","organ_part"
"getNextPvId","","","glomerular tuft","organ_part"
"getNextPvId","","","duplex uterus","organ_part"
"getNextPvId","","","bipartite uterus","organ_part"
"getNextPvId","","","bicornuate uterus","organ_part"
"getNextPvId","","","simplex uterus","organ_part"
"getNextPvId","","","section of aorta","organ_part"
"getNextPvId","","","neuraxis flexure","organ_part"
"getNextPvId","","","cephalic midbrain flexure","organ_part"
"getNextPvId","","","cervical flexure","organ_part"
"getNextPvId","","","pontine flexure","organ_part"
"getNextPvId","","","duct of seminal vesicle","organ_part"
"getNextPvId","","","insect labrum","organ_part"
"getNextPvId","","","zone of bone organ","organ_part"
"getNextPvId","","","supreme nasal concha","organ_part"
"getNextPvId","","","superior nasal concha","organ_part"
"getNextPvId","","","middle nasal concha","organ_part"
"getNextPvId","","","inferior nasal concha","organ_part"
"getNextPvId","","","neurocranial trabecula","organ_part"
"getNextPvId","","","infundibulum of hair follicle","organ_part"
"getNextPvId","","","crista terminalis","organ_part"
"getNextPvId","","","pectinate muscle","organ_part"
"getNextPvId","","","heart layer","organ_part"
"getNextPvId","","","subendocardium layer","organ_part"
"getNextPvId","","","atrium myocardial trabecula","organ_part"
"getNextPvId","","","aortic valve cusp","organ_part"
"getNextPvId","","","pulmonary valve cusp","organ_part"
"getNextPvId","","","chorda tendineae","organ_part"
"getNextPvId","","","mitral valve cusp","organ_part"
"getNextPvId","","","tricuspid valve cusp","organ_part"
"getNextPvId","","","integumentary adnexa","organ_part"
"getNextPvId","","","metoptic pillar","organ_part"
"getNextPvId","","","cusp of cardiac valve","organ_part"
"getNextPvId","","","fundus of gallbladder","organ_part"
"getNextPvId","","","fundus of urinary bladder","organ_part"
"getNextPvId","","","inferior parietal cortex","organ_part"
"getNextPvId","","","inferior horn of the lateral ventricle","organ_part"
"getNextPvId","","","superior parietal cortex","organ_part"
"getNextPvId","","","cochlear canal","organ_part"
"getNextPvId","","","mesonephric glomerular mesangium","organ_part"
"getNextPvId","","","conchal part of pinna","organ_part"
"getNextPvId","","","pectineal ligament","organ_part"
"getNextPvId","","","cloacal membrane","organ_part"
"getNextPvId","","","lingual swellings","organ_part"
"getNextPvId","","","chamber of eyeball","organ_part"
"getNextPvId","","","base of arytenoid","organ_part"
"getNextPvId","","","lateral ventricle choroid plexus stroma","organ_part"
"getNextPvId","","","third ventricle choroid plexus stroma","organ_part"
"getNextPvId","","","fourth ventricle choroid plexus stroma","organ_part"
"getNextPvId","","","tongue intermolar eminence","organ_part"
"getNextPvId","","","perihilar interstitium","organ_part"
"getNextPvId","","","strand of vibrissa hair","organ_part"
"getNextPvId","","","kidney calyx","organ_part"
"getNextPvId","","","renal duct","organ_part"
"getNextPvId","","","tunica media of pulmonary trunk","organ_part"
"getNextPvId","","","gubernacular cord","organ_part"
"getNextPvId","","","tunica albuginea","organ_part"
"getNextPvId","","","aponeurosis","organ_part"
"getNextPvId","","","coracoid process of scapula","organ_part"
"getNextPvId","","","celiac trunk","organ_part"
"getNextPvId","","","crus of penis","organ_part"
"getNextPvId","","","crus of clitoris","organ_part"
"getNextPvId","","","muscle layer of oviduct","organ_part"
"getNextPvId","","","tunica albuginea of testis","organ_part"
"getNextPvId","","","tunica albuginea of ovary","organ_part"
"getNextPvId","","","adventitia of epididymis","organ_part"
"getNextPvId","","","muscle layer of epididymis","organ_part"
"getNextPvId","","","adventitia of ductus deferens","organ_part"
"getNextPvId","","","adventitia of seminal vesicle","organ_part"
"getNextPvId","","","tunica vaginalis testis","organ_part"
"getNextPvId","","","muscular layer of vagina","organ_part"
"getNextPvId","","","glans clitoris","organ_part"
"getNextPvId","","","septum of scrotum","organ_part"
"getNextPvId","","","muscular coat","organ_part"
"getNextPvId","","","epicranial aponeurosis","organ_part"
"getNextPvId","","","inguinal ring","organ_part"
"getNextPvId","","","venous valve","organ_part"
"getNextPvId","","","sublingual caruncle","organ_part"
"getNextPvId","","","frenulum of tongue","organ_part"
"getNextPvId","","","tentorium cerebelli","organ_part"
"getNextPvId","","","manubrium of malleus","organ_part"
"getNextPvId","","","cochlear modiolus","organ_part"
"getNextPvId","","","osseus spiral lamina","organ_part"
"getNextPvId","","","head of femur","organ_part"
"getNextPvId","","","annular epiphysis","organ_part"
"getNextPvId","","","proximal head of humerus","organ_part"
"getNextPvId","","","acetabular rim","organ_part"
"getNextPvId","","","sternal end of clavicle","organ_part"
"getNextPvId","","","entepicondyle of humerus","organ_part"
"getNextPvId","","","ectepicondyle of humerus","organ_part"
"getNextPvId","","","occipital condyle","organ_part"
"getNextPvId","","","body of sternum","organ_part"
"getNextPvId","","","proximal epiphysis of ulna","organ_part"
"getNextPvId","","","trabecula carnea of atrium","organ_part"
"getNextPvId","","","uterus or analog","organ_part"
"getNextPvId","","","tegmen tympani","organ_part"
"getNextPvId","","","muscular coat of ureter","organ_part"
"getNextPvId","","","diaphysis proper","organ_part"
"getNextPvId","","","diaphysis of femur","organ_part"
"getNextPvId","","","proximal metaphysis of femur","organ_part"
"getNextPvId","","","distal metaphysis of femur","organ_part"
"getNextPvId","","","metaphysis of femur","organ_part"
"getNextPvId","","","terminal part of digestive tract","organ_part"
"getNextPvId","","","anal part of perineum","organ_part"
"getNextPvId","","","stomach glandular region mucosa","organ_part"
"getNextPvId","","","efferent duct","organ_part"
"getNextPvId","","","ovary stroma","organ_part"
"getNextPvId","","","neck of femur","organ_part"
"getNextPvId","","","skin nerve field","organ_part"
"getNextPvId","","","rectouterine fold","organ_part"
"getNextPvId","","","dome of diaphragm","organ_part"
"getNextPvId","","","mitral valve leaflet","organ_part"
"getNextPvId","","","long head of biceps brachii","organ_part"
"getNextPvId","","","short head of biceps brachii","organ_part"
"getNextPvId","","","squamous part of occipital bone","organ_part"
"getNextPvId","","","angle of scapula","organ_part"
"getNextPvId","","","inferior angle of scapula","organ_part"
"getNextPvId","","","superior angle of scapula","organ_part"
"getNextPvId","","","lamina propria of mucosa of colon","organ_part"
"getNextPvId","","","atretic follicle of ovary","organ_part"
"getNextPvId","","","muscle layer of infundibulum of uterine tube","organ_part"
"getNextPvId","","","stroma of bone marrow","organ_part"
"getNextPvId","","","medial entorhinal cortex","organ_part"
"getNextPvId","","","lateral entorhinal cortex","organ_part"
"getNextPvId","","","tunica media of artery","organ_part"
"getNextPvId","","","tunica adventitia of artery","organ_part"
"getNextPvId","","","tunica adventitia of vein","organ_part"
"getNextPvId","","","tunica intima of vein","organ_part"
"getNextPvId","","","tunica media of vein","organ_part"
"getNextPvId","","","pancreatic lobule","organ_part"
"getNextPvId","","","proventriculus","organ_part"
"getNextPvId","","","abomasum","organ_part"
"getNextPvId","","","ruminant forestomach","organ_part"
"getNextPvId","","","ruminant reticulum","organ_part"
"getNextPvId","","","omasum","organ_part"
"getNextPvId","","","reticulorumen","organ_part"
"getNextPvId","","","rumen","organ_part"
"getNextPvId","","","ruminant stomach","organ_part"
"getNextPvId","","","stratum compactum of dermis","organ_part"
"getNextPvId","","","prostate gland ventral lobe","organ_part"
"getNextPvId","","","comb and wattle","organ_part"
"getNextPvId","","","epidermis gland","organ_part"
"getNextPvId","","","scrotal sweat gland","organ_part"
"getNextPvId","","","pelvic girdle bone/zone","organ_part"
"getNextPvId","","","osseus semicircular canal","organ_part"
"getNextPvId","","","uncinate process of ribs","organ_part"
"getNextPvId","","","nail plate","organ_part"
"getNextPvId","","","pyloric stomach","organ_part"
"getNextPvId","","","echinoderm pyloric cecum","organ_part"
"getNextPvId","","","cardiac stomach","organ_part"
"getNextPvId","","","feather calamus","organ_part"
"getNextPvId","","","feather vane","organ_part"
"getNextPvId","","","afterfeather","organ_part"
"getNextPvId","","","down feather","organ_part"
"getNextPvId","","","vaned feather","organ_part"
"getNextPvId","","","filoplume feather","organ_part"
"getNextPvId","","","feather barb","organ_part"
"getNextPvId","","","feather barbule","organ_part"
"getNextPvId","","","pennaceous feather","organ_part"
"getNextPvId","","","intestinal villus of duodenum","organ_part"
"getNextPvId","","","intestinal villus of jejunum","organ_part"
"getNextPvId","","","intestinal villus of ileum","organ_part"
"getNextPvId","","","trochlear notch","organ_part"
"getNextPvId","","","superior longitudinal muscle of tongue","organ_part"
"getNextPvId","","","proximal epiphysis of tibia","organ_part"
"getNextPvId","","","proximal epiphysis of fibula","organ_part"
"getNextPvId","","","third trochanter","organ_part"
"getNextPvId","","","fourth trochanter","organ_part"
"getNextPvId","","","rugal fold","organ_part"
"getNextPvId","","","rugal fold of stomach","organ_part"
"getNextPvId","","","rugal fold of vagina","organ_part"
"getNextPvId","","","transverse palatine fold","organ_part"
"getNextPvId","","","cheek pouch","organ_part"
"getNextPvId","","","skin of cheek","organ_part"
"getNextPvId","","","prostate gland dorsolateral lobe","organ_part"
"getNextPvId","","","duct of epididymis","organ_part"
"getNextPvId","","","hepatic diverticulum","organ_part"
"getNextPvId","","","liver bud","organ_part"
"getNextPvId","","","metapodial pad","organ_part"
"getNextPvId","","","palmar pad","organ_part"
"getNextPvId","","","plantar pad","organ_part"
"getNextPvId","","","visceral yolk sac","organ_part"
"getNextPvId","","","parietal yolk sac","organ_part"
"getNextPvId","","","root of molar tooth","organ_part"
"getNextPvId","","","stomach muscularis externa","organ_part"
"getNextPvId","","","stomach smooth muscle circular layer","organ_part"
"getNextPvId","","","pyloric canal","organ_part"
"getNextPvId","","","stomach smooth muscle inner oblique layer","organ_part"
"getNextPvId","","","stomach smooth muscle outer longitudinal layer","organ_part"
"getNextPvId","","","pulmonary alveolar parenchyma","organ_part"
"getNextPvId","","","pulmonary acinus","organ_part"
"getNextPvId","","","post-hyoid pharyngeal arch","organ_part"
"getNextPvId","","","lung parenchyma","organ_part"
"getNextPvId","","","upper lobe of lung","organ_part"
"getNextPvId","","","lower lobe of lung","organ_part"
"getNextPvId","","","azygous lobe of lung","organ_part"
"getNextPvId","","","middle lobe of lung","organ_part"
"getNextPvId","","","involucrum","organ_part"
"getNextPvId","","","sequestrum","organ_part"
"getNextPvId","","","cetacean involucrum","organ_part"
"getNextPvId","","","hoof","organ_part"
"getNextPvId","","","anal sac","organ_part"
"getNextPvId","","","renal parenchyma","organ_part"
"getNextPvId","","","equine glandular stomach","organ_part"
"getNextPvId","","","placental membrane","organ_part"
"getNextPvId","","","lower back skin","organ_part"
"getNextPvId","","","upper back skin","organ_part"
"getNextPvId","","","ciliary stroma","organ_part"
"getNextPvId","","","adrenal gland X zone","organ_part"
"getNextPvId","","","membrana tympaniformis","organ_part"
"getNextPvId","","","membrana tympaniformis lateralis","organ_part"
"getNextPvId","","","membrana tympaniformis medialis","organ_part"
"getNextPvId","","","inner medulla vasa recta descending limb","organ_part"
"getNextPvId","","","outer medulla vasa recta descending limb","organ_part"
"getNextPvId","","","vasa recta ascending limb","organ_part"
"getNextPvId","","","inner medulla vasa recta ascending limb","organ_part"
"getNextPvId","","","outer medulla vasa recta ascending limb","organ_part"
"getNextPvId","","","tip of renal papilla","organ_part"
"getNextPvId","","","gravid uterus","organ_part"
"getNextPvId","","","nephric duct","organ_part"
"getNextPvId","","","vasa recta descending limb","organ_part"
"getNextPvId","","","geschmacksstreifen","organ_part"
"getNextPvId","","","dorsum of tongue","organ_part"
"getNextPvId","","","madreporite","organ_part"
"getNextPvId","","","distal limb integumentary appendage","organ_part"
"getNextPvId","","","nail of manual digit","organ_part"
"getNextPvId","","","intestinal submucosa","organ_part"
"getNextPvId","","","nail of pedal digit","organ_part"
"getNextPvId","","","alisphenoid ossification center","organ_part"
"getNextPvId","","","orbitosphenoid ossification center","organ_part"
"getNextPvId","","","tympanic membrane epithelium","organ_part"
"getNextPvId","","","neurohypophyseal duct","organ_part"
"getNextPvId","","","lymph node medullary cord","organ_part"
"getNextPvId","","","adrenal gland cortex zone","organ_part"
"getNextPvId","","","digestive tract diverticulum","organ_part"
"getNextPvId","","","echinoderm gastric caecum","organ_part"
"getNextPvId","","","outer fibrous layer of periosteum","organ_part"
"getNextPvId","","","endosteum","organ_part"
"getNextPvId","","","ascidian cerebral ganglion","organ_part"
"getNextPvId","","","ascidian ciliated funnel","organ_part"
"getNextPvId","","","ascidian neural gland","organ_part"
"getNextPvId","","","zone of stomach","organ_part"
"getNextPvId","","","anal column","organ_part"
"getNextPvId","","","medullary ray","organ_part"
"getNextPvId","","","lobule","organ_part"
"getNextPvId","","","anatomical lobe","organ_part"
"getNextPvId","","","renal lobe","organ_part"
"getNextPvId","","","renal lobule","organ_part"
"getNextPvId","","","wall of ureter","organ_part"
"getNextPvId","","","esophagus smooth muscle circular layer","organ_part"
"getNextPvId","","","esophagus smooth muscle longitudinal layer","organ_part"
"getNextPvId","","","ureterovesical junction","organ_part"
"getNextPvId","","","epicondyle","organ_part"
"getNextPvId","","","condyle","organ_part"
"getNextPvId","","","condyle of femur","organ_part"
"getNextPvId","","","medial condyle of femur","organ_part"
"getNextPvId","","","lateral condyle of femur","organ_part"
"getNextPvId","","","lateral epicondyle of femur","organ_part"
"getNextPvId","","","medial epicondyle of femur","organ_part"
"getNextPvId","","","condyle of humerus","organ_part"
"getNextPvId","","","condyle of tibia","organ_part"
"getNextPvId","","","medial condyle of tibia","organ_part"
"getNextPvId","","","lateral condyle of tibia","organ_part"
"getNextPvId","","","ventral patch of Leydig's organ","organ_part"
"getNextPvId","","","spiral valve of intestine","organ_part"
"getNextPvId","","","spiral valve of cystic duct","organ_part"
"getNextPvId","","","spiral valve of conus arteriosus","organ_part"
"getNextPvId","","","anterior part of tongue","organ_part"
"getNextPvId","","","posterior part of tongue","organ_part"
"getNextPvId","","","copula linguae","organ_part"
"getNextPvId","","","dorsal patch of Leydig's organ","organ_part"
"getNextPvId","","","mucosa of dorsum of tongue","organ_part"
